Record Length,40000,,Source,CH1
Sample Interval,CH1:0.0003999999899,,Second,Volt
,,,3.727999926,0.02
,,,3.728399992,0
,,,3.72879982,0.04
,,,3.729199886,0.02
,,,3.729599953,0.02
,,,3.730000019,0
,,,3.730399847,0.02
,,,3.730799913,0.04
,,,3.73119998,0.02
,,,3.731599808,0.02
,,,3.731999874,0.02
,,,3.73239994,0.04
,,,3.732800007,0.04
,,,3.733199835,0.04
,,,3.733599901,0.02
,,,3.733999968,0
,,,3.734399796,0.04
,,,3.734799862,0.02
,,,3.735199928,0.04
,,,3.735599995,0.02
,,,3.735999823,0
,,,3.736399889,0.02
,,,3.736799955,0.04
,,,3.737200022,0.04
,,,3.73759985,0
,,,3.737999916,0.04
,,,3.738399982,0.02
,,,3.73879981,0.02
,,,3.739199877,0.02
,,,3.739599943,0.02
,,,3.74000001,0.02
,,,3.740399837,0.02
,,,3.740799904,0.02
,,,3.74119997,0.02
,,,3.741599798,0.04
,,,3.741999865,0
,,,3.742399931,0.02
,,,3.742799997,0.04
,,,3.743199825,0.02
,,,3.743599892,0.02
,,,3.743999958,0.04
,,,3.744400024,0.04
,,,3.744799852,0.02
,,,3.745199919,0
,,,3.745599985,0.02
,,,3.745999813,0.02
,,,3.746399879,0.02
,,,3.746799946,0.02
,,,3.747200012,0.02
,,,3.74759984,0.02
,,,3.747999907,0.04
,,,3.748399973,0.02
,,,3.748799801,0.02
,,,3.749199867,0.04
,,,3.749599934,0.02
,,,3.75,0.02
,,,3.750399828,0
,,,3.750799894,0.02
,,,3.751199961,0.02
,,,3.751599789,0.02
,,,3.751999855,0.02
,,,3.752399921,0.02
,,,3.752799988,0.04
,,,3.753199816,0.02
,,,3.753599882,0.02
,,,3.753999949,0.02
,,,3.754400015,0.02
,,,3.754799843,0
,,,3.755199909,0.02
,,,3.755599976,0.02
,,,3.755999804,0.04
,,,3.75639987,0.02
,,,3.756799936,0.04
,,,3.757200003,0.02
,,,3.757599831,0.04
,,,3.757999897,0.04
,,,3.758399963,0.02
,,,3.758799791,0.02
,,,3.759199858,0.02
,,,3.759599924,0.02
,,,3.75999999,0.02
,,,3.760399818,0.02
,,,3.760799885,0.02
,,,3.761199951,0.02
,,,3.761600018,0.02
,,,3.761999846,0.02
,,,3.762399912,0.02
,,,3.762799978,0.02
,,,3.763199806,0.02
,,,3.763599873,0.02
,,,3.763999939,0.04
,,,3.764400005,0.02
,,,3.764799833,0.02
,,,3.7651999,0.02
,,,3.765599966,0.02
,,,3.765999794,0.04
,,,3.76639986,0.02
,,,3.766799927,0.02
,,,3.767199993,0.02
,,,3.767599821,0.02
,,,3.767999887,0.02
,,,3.768399954,0.02
,,,3.76880002,0.02
,,,3.769199848,0.02
,,,3.769599915,0.02
,,,3.769999981,0.04
,,,3.770399809,0.02
,,,3.770799875,0.02
,,,3.771199942,0.02
,,,3.771600008,0.02
,,,3.771999836,0
,,,3.772399902,0
,,,3.772799969,0.04
,,,3.773199797,0
,,,3.773599863,0
,,,3.773999929,0.02
,,,3.774399996,0.02
,,,3.774799824,0.04
,,,3.77519989,0.02
,,,3.775599957,0
,,,3.776000023,0
,,,3.776399851,0.04
,,,3.776799917,0.02
,,,3.777199984,0.02
,,,3.777599812,0.02
,,,3.777999878,0.04
,,,3.778399944,0.02
,,,3.778800011,0.02
,,,3.779199839,0.04
,,,3.779599905,0.02
,,,3.779999971,0.04
,,,3.780399799,0
,,,3.780799866,0.04
,,,3.781199932,0.02
,,,3.781599998,0
,,,3.781999826,0.02
,,,3.782399893,0.02
,,,3.782799959,0.04
,,,3.783199787,0.02
,,,3.783599854,0.02
,,,3.78399992,0.04
,,,3.784399986,0.02
,,,3.784799814,0.02
,,,3.785199881,0.02
,,,3.785599947,0
,,,3.786000013,0.02
,,,3.786399841,0.02
,,,3.786799908,0.04
,,,3.787199974,0.02
,,,3.787599802,0
,,,3.787999868,0.02
,,,3.788399935,0.04
,,,3.788800001,0.02
,,,3.789199829,0.04
,,,3.789599895,0.02
,,,3.789999962,0.02
,,,3.79039979,0.04
,,,3.790799856,0
,,,3.791199923,0.02
,,,3.791599989,0.04
,,,3.791999817,0.02
,,,3.792399883,0.02
,,,3.79279995,0
,,,3.793200016,0.02
,,,3.793599844,0.04
,,,3.79399991,0.02
,,,3.794399977,0.04
,,,3.794799805,0.02
,,,3.795199871,0.02
,,,3.795599937,0.04
,,,3.796000004,0.02
,,,3.796399832,0.04
,,,3.796799898,0.02
,,,3.797199965,0.02
,,,3.797599792,0.02
,,,3.797999859,0.02
,,,3.798399925,0.02
,,,3.798799992,0.02
,,,3.79919982,0.02
,,,3.799599886,0.02
,,,3.799999952,0.04
,,,3.800400019,0
,,,3.800799847,0.04
,,,3.801199913,0.04
,,,3.801599979,0.02
,,,3.801999807,0.02
,,,3.802399874,0.04
,,,3.80279994,0.02
,,,3.803200006,0.02
,,,3.803599834,0.04
,,,3.803999901,0.02
,,,3.804399967,0.02
,,,3.804799795,0.02
,,,3.805199862,0.02
,,,3.805599928,0.02
,,,3.805999994,0
,,,3.806399822,0.04
,,,3.806799889,0.04
,,,3.807199955,0.04
,,,3.807600021,0.04
,,,3.807999849,0.04
,,,3.808399916,0
,,,3.808799982,0
,,,3.80919981,0.02
,,,3.809599876,0.04
,,,3.809999943,0.04
,,,3.810400009,0.02
,,,3.810799837,0.02
,,,3.811199903,0.02
,,,3.81159997,0.02
,,,3.811999798,0.02
,,,3.812399864,0.04
,,,3.812799931,0.02
,,,3.813199997,0.02
,,,3.813599825,0.02
,,,3.813999891,0.04
,,,3.814399958,0.02
,,,3.814799786,0.02
,,,3.815199852,0.02
,,,3.815599918,0.02
,,,3.815999985,0.04
,,,3.816399813,0
,,,3.816799879,0.02
,,,3.817199945,0.02
,,,3.817600012,0.02
,,,3.81799984,0.04
,,,3.818399906,0.04
,,,3.818799973,0.04
,,,3.8191998,0.02
,,,3.819599867,0.04
,,,3.819999933,0.02
,,,3.8204,0.04
,,,3.820799828,0.04
,,,3.821199894,0.02
,,,3.82159996,0.02
,,,3.821999788,0.02
,,,3.822399855,0.02
,,,3.822799921,0.02
,,,3.823199987,0.02
,,,3.823599815,0.04
,,,3.823999882,0.02
,,,3.824399948,0.04
,,,3.824800015,0.04
,,,3.825199842,0.04
,,,3.825599909,0
,,,3.825999975,0
,,,3.826399803,0.02
,,,3.82679987,0.02
,,,3.827199936,0.02
,,,3.827600002,0.04
,,,3.82799983,0
,,,3.828399897,0.02
,,,3.828799963,0.02
,,,3.829199791,0.02
,,,3.829599857,0.02
,,,3.829999924,0.02
,,,3.83039999,0.02
,,,3.830799818,0.02
,,,3.831199884,0.04
,,,3.831599951,0.04
,,,3.832000017,0.04
,,,3.832399845,0.04
,,,3.832799912,0.02
,,,3.833199978,0.04
,,,3.833599806,0.04
,,,3.833999872,0.02
,,,3.834399939,0.02
,,,3.834800005,0
,,,3.835199833,0.02
,,,3.835599899,0.04
,,,3.835999966,0
,,,3.836399794,0.02
,,,3.83679986,0.02
,,,3.837199926,0.02
,,,3.837599993,0.02
,,,3.837999821,0.04
,,,3.838399887,0.04
,,,3.838799953,0.04
,,,3.83920002,0.02
,,,3.839599848,0.02
,,,3.839999914,0.02
,,,3.840399981,0.04
,,,3.840799809,0
,,,3.841199875,0.02
,,,3.841599941,0.02
,,,3.842000008,0.02
,,,3.842399836,0.04
,,,3.842799902,0.02
,,,3.843199968,0.02
,,,3.843599796,0.04
,,,3.843999863,0.04
,,,3.844399929,0.02
,,,3.844799995,0.02
,,,3.845199823,0.02
,,,3.84559989,0.02
,,,3.845999956,0.02
,,,3.846399784,0.02
,,,3.84679985,0.02
,,,3.847199917,0.02
,,,3.847599983,0.02
,,,3.847999811,0.04
,,,3.848399878,0.02
,,,3.848799944,0.02
,,,3.84920001,0.02
,,,3.849599838,0.02
,,,3.849999905,0.02
,,,3.850399971,0.04
,,,3.850799799,0.04
,,,3.851199865,0
,,,3.851599932,0.04
,,,3.851999998,0.02
,,,3.852399826,0.02
,,,3.852799892,0
,,,3.853199959,0.02
,,,3.853599787,0.02
,,,3.853999853,0.02
,,,3.85439992,0
,,,3.854799986,0.02
,,,3.855199814,0.04
,,,3.85559988,0.02
,,,3.855999947,0.02
,,,3.856400013,0.02
,,,3.856799841,0.04
,,,3.857199907,0.02
,,,3.857599974,0.04
,,,3.857999802,0.04
,,,3.858399868,0.02
,,,3.858799934,0.02
,,,3.859200001,0.02
,,,3.859599829,0.04
,,,3.859999895,0.02
,,,3.860399961,0.02
,,,3.860799789,0.02
,,,3.861199856,0.02
,,,3.861599922,0.04
,,,3.861999989,0.02
,,,3.862399817,0
,,,3.862799883,0.02
,,,3.863199949,0.02
,,,3.863600016,0.04
,,,3.863999844,0.04
,,,3.86439991,0.02
,,,3.864799976,0.04
,,,3.865199804,0.04
,,,3.865599871,0.02
,,,3.865999937,0.04
,,,3.866400003,0.02
,,,3.866799831,0.04
,,,3.867199898,0.02
,,,3.867599964,0.02
,,,3.867999792,0.04
,,,3.868399858,0.04
,,,3.868799925,0.02
,,,3.869199991,0.02
,,,3.869599819,0.02
,,,3.869999886,0.04
,,,3.870399952,0.02
,,,3.870800018,0.02
,,,3.871199846,0.02
,,,3.871599913,0.02
,,,3.871999979,0.04
,,,3.872399807,0.04
,,,3.872799873,0.02
,,,3.87319994,0
,,,3.873600006,0.02
,,,3.873999834,0.02
,,,3.8743999,0
,,,3.874799967,0.04
,,,3.875199795,0.02
,,,3.875599861,0.02
,,,3.875999928,0
,,,3.876399994,0.02
,,,3.876799822,0.02
,,,3.877199888,0
,,,3.877599955,0.02
,,,3.878000021,0.02
,,,3.878399849,0.02
,,,3.878799915,0.04
,,,3.879199982,0.04
,,,3.87959981,0.02
,,,3.879999876,0.02
,,,3.880399942,0.04
,,,3.880800009,0.04
,,,3.881199837,0.02
,,,3.881599903,0.02
,,,3.881999969,0.02
,,,3.882399797,0.02
,,,3.882799864,0
,,,3.88319993,0.02
,,,3.883599997,0.02
,,,3.883999825,0.04
,,,3.884399891,0.02
,,,3.884799957,0.02
,,,3.885199785,0.02
,,,3.885599852,0.02
,,,3.885999918,0.02
,,,3.886399984,0.04
,,,3.886799812,0.04
,,,3.887199879,0.02
,,,3.887599945,0.04
,,,3.888000011,0.04
,,,3.888399839,0.02
,,,3.888799906,0.02
,,,3.889199972,0.04
,,,3.8895998,0.02
,,,3.889999866,0.02
,,,3.890399933,0.04
,,,3.890799999,0.02
,,,3.891199827,0.04
,,,3.891599894,0.04
,,,3.89199996,0.02
,,,3.892399788,0.04
,,,3.892799854,0.02
,,,3.893199921,0.04
,,,3.893599987,0.02
,,,3.893999815,0.04
,,,3.894399881,0.04
,,,3.894799948,0.04
,,,3.895200014,0.04
,,,3.895599842,0.04
,,,3.895999908,0.02
,,,3.896399975,0
,,,3.896799803,0.02
,,,3.897199869,0.02
,,,3.897599936,0.04
,,,3.898000002,0.02
,,,3.89839983,0
,,,3.898799896,0.02
,,,3.899199963,0
,,,3.899599791,0.02
,,,3.899999857,0.04
,,,3.900399923,0.02
,,,3.90079999,0.02
,,,3.901199818,0.02
,,,3.901599884,0.02
,,,3.90199995,0.04
,,,3.902400017,0.02
,,,3.902799845,0.04
,,,3.903199911,0.02
,,,3.903599977,0.04
,,,3.903999805,0.02
,,,3.904399872,0.02
,,,3.904799938,0.02
,,,3.905200005,0.02
,,,3.905599833,0.02
,,,3.905999899,0.04
,,,3.906399965,0.02
,,,3.906799793,0.02
,,,3.90719986,0.04
,,,3.907599926,0.02
,,,3.907999992,0.02
,,,3.90839982,0.02
,,,3.908799887,0.02
,,,3.909199953,0.04
,,,3.909600019,0.02
,,,3.909999847,0.02
,,,3.910399914,0.02
,,,3.91079998,0.02
,,,3.911199808,0.02
,,,3.911599875,0
,,,3.911999941,0.02
,,,3.912400007,0.04
,,,3.912799835,0.02
,,,3.913199902,0
,,,3.913599968,0
,,,3.913999796,0.02
,,,3.914399862,0.02
,,,3.914799929,0.02
,,,3.915199995,0.02
,,,3.915599823,0.04
,,,3.915999889,0.04
,,,3.916399956,0.02
,,,3.916799784,0.04
,,,3.91719985,0.02
,,,3.917599916,0.02
,,,3.917999983,0.02
,,,3.918399811,0.02
,,,3.918799877,0.04
,,,3.919199944,0
,,,3.91960001,0.04
,,,3.919999838,0.04
,,,3.920399904,0.02
,,,3.920799971,0
,,,3.921199799,0.02
,,,3.921599865,0.02
,,,3.921999931,0.02
,,,3.922399998,0.04
,,,3.922799826,0.02
,,,3.923199892,0.04
,,,3.923599958,0.04
,,,3.923999786,0.02
,,,3.924399853,0.02
,,,3.924799919,0.02
,,,3.925199986,0.02
,,,3.925599813,0.02
,,,3.92599988,0.02
,,,3.926399946,0.04
,,,3.926800013,0.02
,,,3.927199841,0.02
,,,3.927599907,0.02
,,,3.927999973,0.04
,,,3.928399801,0
,,,3.928799868,0.04
,,,3.929199934,0
,,,3.9296,0.04
,,,3.929999828,0.04
,,,3.930399895,0.02
,,,3.930799961,0.02
,,,3.931199789,0.02
,,,3.931599855,0.02
,,,3.931999922,0.04
,,,3.932399988,0.02
,,,3.932799816,0.02
,,,3.933199883,0.04
,,,3.933599949,0.02
,,,3.934000015,0.04
,,,3.934399843,0.02
,,,3.93479991,0.04
,,,3.935199976,0.02
,,,3.935599804,0.02
,,,3.93599987,0.02
,,,3.936399937,0.02
,,,3.936800003,0.02
,,,3.937199831,0.02
,,,3.937599897,0.04
,,,3.937999964,0.02
,,,3.938399792,0.02
,,,3.938799858,0.02
,,,3.939199924,0
,,,3.939599991,0.02
,,,3.939999819,0.02
,,,3.940399885,0.02
,,,3.940799952,0.04
,,,3.941200018,0.02
,,,3.941599846,0.02
,,,3.941999912,0.04
,,,3.942399979,0.02
,,,3.942799807,0.04
,,,3.943199873,0.02
,,,3.943599939,0
,,,3.944000006,0.02
,,,3.944399834,0.02
,,,3.9447999,0.02
,,,3.945199966,0.02
,,,3.945599794,0.02
,,,3.945999861,0.02
,,,3.946399927,0.02
,,,3.946799994,0.02
,,,3.947199821,0.02
,,,3.947599888,0.02
,,,3.947999954,0.02
,,,3.948399782,0.02
,,,3.948799849,0.02
,,,3.949199915,0.02
,,,3.949599981,0.04
,,,3.949999809,0.02
,,,3.950399876,0
,,,3.950799942,0.02
,,,3.951200008,0.02
,,,3.951599836,0.02
,,,3.951999903,0.02
,,,3.952399969,0.02
,,,3.952799797,0.02
,,,3.953199863,0.02
,,,3.95359993,0.02
,,,3.953999996,0.02
,,,3.954399824,0.02
,,,3.954799891,0.04
,,,3.955199957,0.02
,,,3.955599785,0.02
,,,3.955999851,0.04
,,,3.956399918,0.02
,,,3.956799984,0.02
,,,3.957199812,0
,,,3.957599878,0
,,,3.957999945,0.02
,,,3.958400011,0.02
,,,3.958799839,0.04
,,,3.959199905,0.04
,,,3.959599972,0.02
,,,3.9599998,0.02
,,,3.960399866,0.02
,,,3.960799932,0.02
,,,3.961199999,0.02
,,,3.961599827,0.02
,,,3.961999893,0.02
,,,3.96239996,0.02
,,,3.962799788,0.04
,,,3.963199854,0.02
,,,3.96359992,0.02
,,,3.963999987,0.04
,,,3.964399815,0.02
,,,3.964799881,0.02
,,,3.965199947,0.04
,,,3.965600014,0.02
,,,3.965999842,0.04
,,,3.966399908,0.04
,,,3.966799974,0.02
,,,3.967199802,0.02
,,,3.967599869,0.02
,,,3.967999935,0.02
,,,3.968400002,0.02
,,,3.968799829,0.02
,,,3.969199896,0
,,,3.969599962,0.04
,,,3.96999979,0.02
,,,3.970399857,0.04
,,,3.970799923,0
,,,3.971199989,0
,,,3.971599817,0.02
,,,3.971999884,0.02
,,,3.97239995,0.02
,,,3.972800016,0.02
,,,3.973199844,0.02
,,,3.973599911,0.02
,,,3.973999977,0.04
,,,3.974399805,0.02
,,,3.974799871,0.02
,,,3.975199938,0.02
,,,3.975600004,0.02
,,,3.975999832,0.02
,,,3.976399899,0.04
,,,3.976799965,0.02
,,,3.977199793,0
,,,3.977599859,0.04
,,,3.977999926,0.02
,,,3.978399992,0.04
,,,3.97879982,0.02
,,,3.979199886,0.04
,,,3.979599953,0
,,,3.979999781,0.02
,,,3.980399847,0.02
,,,3.980799913,0.02
,,,3.98119998,0.02
,,,3.981599808,0.04
,,,3.981999874,0.02
,,,3.98239994,0.02
,,,3.982800007,0.02
,,,3.983199835,0.02
,,,3.983599901,0.02
,,,3.983999968,0.02
,,,3.984399796,0.04
,,,3.984799862,0.02
,,,3.985199928,0.02
,,,3.985599995,0.02
,,,3.985999823,0.04
,,,3.986399889,0.04
,,,3.986799955,0
,,,3.987199783,0.02
,,,3.98759985,0.02
,,,3.987999916,0
,,,3.988399982,0.02
,,,3.98879981,0.02
,,,3.989199877,0.02
,,,3.989599943,0.02
,,,3.99000001,0.04
,,,3.990399837,0.02
,,,3.990799904,0.02
,,,3.99119997,0.02
,,,3.991599798,0.02
,,,3.991999865,0.02
,,,3.992399931,0.02
,,,3.992799997,0.02
,,,3.993199825,0.02
,,,3.993599892,0.02
,,,3.993999958,0.02
,,,3.994399786,0.04
,,,3.994799852,0.04
,,,3.995199919,0.02
,,,3.995599985,0.04
,,,3.995999813,0.02
,,,3.996399879,0.04
,,,3.996799946,0.02
,,,3.997200012,0.02
,,,3.99759984,0.04
,,,3.997999907,0
,,,3.998399973,0.04
,,,3.998799801,0.04
,,,3.999199867,0.02
,,,3.999599934,0.04
,,,4,0.02
,,,4.000400066,0.02
,,,4.000800133,0.02
,,,4.001199722,0.48
,,,4.001599789,0.5
,,,4.001999855,0.48
,,,4.002399921,0.5
,,,4.002799988,0.5
,,,4.003200054,0.5
,,,4.003600121,0.5
,,,4.00399971,0.5
,,,4.004399776,0.52
,,,4.004799843,0.48
,,,4.005199909,0.48
,,,4.005599976,0.48
,,,4.006000042,0.5
,,,4.006400108,0.48
,,,4.006799698,0.5
,,,4.007199764,0.48
,,,4.007599831,0.48
,,,4.007999897,0.5
,,,4.008399963,0.48
,,,4.00880003,0.5
,,,4.009200096,0.5
,,,4.009599686,0.48
,,,4.009999752,0.48
,,,4.010399818,0.48
,,,4.010799885,0.48
,,,4.011199951,0.48
,,,4.011600018,0.5
,,,4.012000084,0.48
,,,4.012399673,0.5
,,,4.01279974,0.48
,,,4.013199806,0.5
,,,4.013599873,0.48
,,,4.013999939,0.5
,,,4.014400005,0.5
,,,4.014800072,0.48
,,,4.015199661,0.5
,,,4.015599728,0.48
,,,4.015999794,0.5
,,,4.01639986,0.52
,,,4.016799927,0.48
,,,4.017199993,0.5
,,,4.01760006,0.48
,,,4.018000126,0.48
,,,4.018399715,0.5
,,,4.018799782,0.5
,,,4.019199848,0.5
,,,4.019599915,0.5
,,,4.019999981,0.52
,,,4.020400047,0.48
,,,4.020800114,0.5
,,,4.021199703,0.5
,,,4.02159977,0.48
,,,4.021999836,0.48
,,,4.022399902,0.5
,,,4.022799969,0.5
,,,4.023200035,0.48
,,,4.023600101,0.5
,,,4.023999691,0.52
,,,4.024399757,0.48
,,,4.024799824,0.48
,,,4.02519989,0.5
,,,4.025599957,0.48
,,,4.026000023,0.48
,,,4.026400089,0.48
,,,4.026799679,0.48
,,,4.027199745,0.5
,,,4.027599812,0.48
,,,4.027999878,0.48
,,,4.028399944,0.5
,,,4.028800011,0.48
,,,4.029200077,0.5
,,,4.029599667,0.48
,,,4.029999733,0.5
,,,4.030399799,0.48
,,,4.030799866,0.48
,,,4.031199932,0.5
,,,4.031599998,0.48
,,,4.032000065,0.5
,,,4.032400131,0.5
,,,4.032799721,0.5
,,,4.033199787,0.48
,,,4.033599854,0.5
,,,4.03399992,0.48
,,,4.034399986,0.48
,,,4.034800053,0.5
,,,4.035200119,0.48
,,,4.035599709,0.48
,,,4.035999775,0.48
,,,4.036399841,0.5
,,,4.036799908,0.48
,,,4.037199974,0.48
,,,4.03760004,0.5
,,,4.038000107,0.5
,,,4.038399696,0.48
,,,4.038799763,0.48
,,,4.039199829,0.48
,,,4.039599895,0.48
,,,4.039999962,0.48
,,,4.040400028,0.48
,,,4.040800095,0.48
,,,4.041199684,0.5
,,,4.041599751,0.5
,,,4.041999817,0.48
,,,4.042399883,0.48
,,,4.04279995,0.5
,,,4.043200016,0.48
,,,4.043600082,0.48
,,,4.043999672,0.48
,,,4.044399738,0.48
,,,4.044799805,0.48
,,,4.045199871,0.48
,,,4.045599937,0.5
,,,4.046000004,0.48
,,,4.04640007,0.5
,,,4.04679966,0.48
,,,4.047199726,0.48
,,,4.047599792,0.5
,,,4.047999859,0.48
,,,4.048399925,0.48
,,,4.048799992,0.48
,,,4.049200058,0.48
,,,4.049600124,0.5
,,,4.049999714,0.5
,,,4.05039978,0.5
,,,4.050799847,0.48
,,,4.051199913,0.5
,,,4.051599979,0.48
,,,4.052000046,0.52
,,,4.052400112,0.48
,,,4.052799702,0.5
,,,4.053199768,0.48
,,,4.053599834,0.5
,,,4.053999901,0.5
,,,4.054399967,0.48
,,,4.054800034,0.48
,,,4.0552001,0.48
,,,4.055599689,0.48
,,,4.055999756,0.5
,,,4.056399822,0.5
,,,4.056799889,0.5
,,,4.057199955,0.48
,,,4.057600021,0.5
,,,4.058000088,0.48
,,,4.058399677,0.48
,,,4.058799744,0.5
,,,4.05919981,0.5
,,,4.059599876,0.48
,,,4.059999943,0.48
,,,4.060400009,0.48
,,,4.060800076,0.5
,,,4.061199665,0.48
,,,4.061599731,0.5
,,,4.061999798,0.48
,,,4.062399864,0.48
,,,4.062799931,0.5
,,,4.063199997,0.48
,,,4.063600063,0.48
,,,4.06400013,0.48
,,,4.064399719,0.48
,,,4.064799786,0.5
,,,4.065199852,0.48
,,,4.065599918,0.48
,,,4.065999985,0.5
,,,4.066400051,0.48
,,,4.066800117,0.48
,,,4.067199707,0.5
,,,4.067599773,0.5
,,,4.06799984,0.48
,,,4.068399906,0.48
,,,4.068799973,0.5
,,,4.069200039,0.48
,,,4.069600105,0.5
,,,4.069999695,0.48
,,,4.070399761,0.5
,,,4.070799828,0.48
,,,4.071199894,0.48
,,,4.07159996,0.5
,,,4.072000027,0.5
,,,4.072400093,0.48
,,,4.072799683,0.48
,,,4.073199749,0.5
,,,4.073599815,0.48
,,,4.073999882,0.48
,,,4.074399948,0.5
,,,4.074800015,0.48
,,,4.075200081,0.5
,,,4.07559967,0.5
,,,4.075999737,0.48
,,,4.076399803,0.48
,,,4.07679987,0.48
,,,4.077199936,0.48
,,,4.077600002,0.48
,,,4.078000069,0.48
,,,4.078400135,0.48
,,,4.078799725,0.5
,,,4.079199791,0.48
,,,4.079599857,0.5
,,,4.079999924,0.5
,,,4.08039999,0.48
,,,4.080800056,0.48
,,,4.081200123,0.48
,,,4.081599712,0.48
,,,4.081999779,0.48
,,,4.082399845,0.48
,,,4.082799912,0.5
,,,4.083199978,0.5
,,,4.083600044,0.5
,,,4.084000111,0.48
,,,4.0843997,0.48
,,,4.084799767,0.48
,,,4.085199833,0.5
,,,4.085599899,0.48
,,,4.085999966,0.5
,,,4.086400032,0.5
,,,4.086800098,0.52
,,,4.087199688,0.5
,,,4.087599754,0.5
,,,4.087999821,0.48
,,,4.088399887,0.48
,,,4.088799953,0.48
,,,4.08920002,0.48
,,,4.089600086,0.48
,,,4.089999676,0.48
,,,4.090399742,0.48
,,,4.090799809,0.5
,,,4.091199875,0.5
,,,4.091599941,0.48
,,,4.092000008,0.5
,,,4.092400074,0.48
,,,4.092799664,0.5
,,,4.09319973,0.5
,,,4.093599796,0.48
,,,4.093999863,0.48
,,,4.094399929,0.48
,,,4.094799995,0.48
,,,4.095200062,0.5
,,,4.095600128,0.48
,,,4.095999718,0.5
,,,4.096399784,0.48
,,,4.09679985,0.48
,,,4.097199917,0.48
,,,4.097599983,0.48
,,,4.09800005,0.48
,,,4.098400116,0.48
,,,4.098799706,0.48
,,,4.099199772,0.5
,,,4.099599838,0.48
,,,4.099999905,0.5
,,,4.100399971,0.5
,,,4.100800037,0.52
,,,4.101200104,0.48
,,,4.101599693,0.48
,,,4.10199976,0.48
,,,4.102399826,0.5
,,,4.102799892,0.5
,,,4.103199959,0.48
,,,4.103600025,0.48
,,,4.104000092,0.48
,,,4.104399681,0.48
,,,4.104799747,0.5
,,,4.105199814,0.48
,,,4.10559988,0.02
,,,4.105999947,0.02
,,,4.106400013,0.04
,,,4.106800079,0.02
,,,4.107199669,0.04
,,,4.107599735,0
,,,4.107999802,0.02
,,,4.108399868,0.02
,,,4.108799934,0.04
,,,4.109200001,0
,,,4.109600067,0.02
,,,4.110000134,0.02
,,,4.110399723,0.04
,,,4.110799789,0.02
,,,4.111199856,0.02
,,,4.111599922,0.02
,,,4.111999989,0
,,,4.112400055,0.02
,,,4.112800121,0.02
,,,4.113199711,0
,,,4.113599777,0.04
,,,4.113999844,0.02
,,,4.11439991,0.02
,,,4.114799976,0.04
,,,4.115200043,0.04
,,,4.115600109,0.02
,,,4.115999699,0.02
,,,4.116399765,0.04
,,,4.116799831,0.04
,,,4.117199898,0.02
,,,4.117599964,0.02
,,,4.118000031,0.02
,,,4.118400097,0.02
,,,4.118799686,0.02
,,,4.119199753,0.02
,,,4.119599819,0.02
,,,4.119999886,0.02
,,,4.120399952,0.02
,,,4.120800018,0.04
,,,4.121200085,0.02
,,,4.121599674,0.02
,,,4.121999741,0.02
,,,4.122399807,0.02
,,,4.122799873,0
,,,4.12319994,0.02
,,,4.123600006,0
,,,4.124000072,0.02
,,,4.124399662,0.02
,,,4.124799728,0.02
,,,4.125199795,0.02
,,,4.125599861,0.02
,,,4.125999928,0
,,,4.126399994,0.02
,,,4.12680006,0
,,,4.127200127,0.02
,,,4.127599716,0
,,,4.127999783,0
,,,4.128399849,0.02
,,,4.128799915,0.02
,,,4.129199982,0.02
,,,4.129600048,0
,,,4.130000114,0.02
,,,4.130399704,0.02
,,,4.13079977,0.02
,,,4.131199837,0.02
,,,4.131599903,0.02
,,,4.131999969,0.04
,,,4.132400036,0.02
,,,4.132800102,0.02
,,,4.133199692,0
,,,4.133599758,0.04
,,,4.133999825,0
,,,4.134399891,0.02
,,,4.134799957,0
,,,4.135200024,0.02
,,,4.13560009,0.02
,,,4.13599968,0.04
,,,4.136399746,0.02
,,,4.136799812,0.02
,,,4.137199879,0.04
,,,4.137599945,0
,,,4.138000011,0.02
,,,4.138400078,0.02
,,,4.138799667,0.04
,,,4.139199734,0.04
,,,4.1395998,0.02
,,,4.139999866,0.04
,,,4.140399933,0.02
,,,4.140799999,0.04
,,,4.141200066,0.04
,,,4.141600132,0.02
,,,4.141999722,0.02
,,,4.142399788,0
,,,4.142799854,0.02
,,,4.143199921,0.04
,,,4.143599987,0.02
,,,4.144000053,0.02
,,,4.14440012,0.02
,,,4.144799709,0.02
,,,4.145199776,0.04
,,,4.145599842,0.02
,,,4.145999908,0.02
,,,4.146399975,0.04
,,,4.146800041,0.02
,,,4.147200108,0.04
,,,4.147599697,0.04
,,,4.147999763,0.02
,,,4.14839983,0.02
,,,4.148799896,0
,,,4.149199963,0.02
,,,4.149600029,0.02
,,,4.150000095,0.02
,,,4.150399685,0.04
,,,4.150799751,0.02
,,,4.151199818,0
,,,4.151599884,0
,,,4.15199995,0
,,,4.152400017,0.02
,,,4.152800083,0.04
,,,4.153199673,0.02
,,,4.153599739,0
,,,4.153999805,0.04
,,,4.154399872,0
,,,4.154799938,0.04
,,,4.155200005,0.04
,,,4.155600071,0.02
,,,4.15599966,0
,,,4.156399727,0.04
,,,4.156799793,0.02
,,,4.15719986,0.04
,,,4.157599926,0.02
,,,4.157999992,0.02
,,,4.158400059,0.04
,,,4.158800125,0.02
,,,4.159199715,0.02
,,,4.159599781,0.02
,,,4.159999847,0.02
,,,4.160399914,0.04
,,,4.16079998,0
,,,4.161200047,0.02
,,,4.161600113,0.02
,,,4.161999702,0.02
,,,4.162399769,0.02
